altitude,availableBikes,availableDocks,city,id,is_renting,kioskType,landMark,lastCommunicationTime,latitude,location,longitude,postalCode,stAddress1,stAddress2,stationName,status,statusKey,statusValue,testStation,totalDocks
0.0,3,12,Chicago,527,True,True,Chicago,2020-05-01 10:39:46,42.018901,Chicago,-87.690048,60602,Chicago,Chicago,Western Ave & Howard St,IN_SERVICE,1,IN_SERVICE,False,15
0.0,10,1,Chicago,528,True,True,Chicago,2020-05-01 04:21:16,41.885409,Chicago,-87.726491,60602,Chicago,Chicago,Pulaski Rd & Lake St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,7,4,Chicago,529,True,True,Chicago,2020-05-01 04:51:22,41.886841,Chicago,-87.745261,60602,Chicago,Chicago,Cicero Ave & Lake St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,5,6,Chicago,530,True,True,Chicago,2020-05-01 04:51:23,41.887832,Chicago,-87.755527,60602,Chicago,Chicago,Laramie Ave & Kinzie St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,3,8,Chicago,531,True,True,Chicago,2020-05-01 04:46:20,41.887664,Chicago,-87.765469,60602,Chicago,Chicago,Central Ave & Lake St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,8,3,Chicago,532,True,True,Chicago,2020-05-01 07:25:42,41.887919,Chicago,-87.774446,60602,Chicago,Chicago,Austin Blvd & Lake St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,10,1,Chicago,533,True,True,Chicago,2020-05-01 04:56:42,41.875679,Chicago,-87.71547,60602,Chicago,Chicago,Central Park Blvd & 5th Ave,IN_SERVICE,1,IN_SERVICE,False,11
0.0,3,8,Chicago,534,True,True,Chicago,2020-05-01 04:56:42,41.88085,Chicago,-87.727907,60602,Chicago,Chicago,Karlov Ave & Madison St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,8,3,Chicago,535,True,True,Chicago,2020-05-01 04:56:41,41.874325,Chicago,-87.725704,60602,Chicago,Chicago,Pulaski Rd & Congress Pkwy,IN_SERVICE,1,IN_SERVICE,False,11
0.0,1,10,Chicago,536,True,True,Chicago,2020-05-01 04:21:16,41.885928,Chicago,-87.73541,60602,Chicago,Chicago,Kostner Ave & Lake St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,3,8,Chicago,537,True,True,Chicago,2020-05-01 04:21:16,41.880708,Chicago,-87.741018,60602,Chicago,Chicago,Kenton Ave & Madison St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,3,8,Chicago,538,True,True,Chicago,2020-05-01 04:51:22,41.872131,Chicago,-87.746619,60602,Chicago,Chicago,Cicero Ave & Flournoy St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,9,2,Chicago,539,True,True,Chicago,2020-05-01 04:51:22,41.877613,Chicago,-87.745405,60602,Chicago,Chicago,Cicero Ave & Quincy St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,7,4,Chicago,540,True,True,Chicago,2020-05-01 04:51:22,41.880207,Chicago,-87.755337,60602,Chicago,Chicago,Laramie Ave & Madison St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,2,9,Chicago,541,True,True,Chicago,2020-05-01 04:51:23,41.872993,Chicago,-87.764499,60602,Chicago,Chicago,Central Ave & Harrison St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,3,8,Chicago,542,True,True,Chicago,2020-05-01 04:56:42,41.880121,Chicago,-87.763238,60602,Chicago,Chicago,Central Ave & Madison St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,0,11,Chicago,543,True,True,Chicago,2020-05-01 04:51:23,41.875806,Chicago,-87.755285,60602,Chicago,Chicago,Laramie Ave & Gladys Ave,IN_SERVICE,1,IN_SERVICE,False,11
0.0,4,7,Chicago,544,True,True,Chicago,2020-05-01 08:37:06,41.880281,Chicago,-87.774453,60602,Chicago,Chicago,Austin Blvd & Madison St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,4,7,Chicago,545,True,True,Chicago,2020-05-01 08:58:02,41.877917,Chicago,-87.735737,60602,Chicago,Chicago,Kostner Ave & Adams St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,8,3,Chicago,546,True,True,Chicago,2020-05-01 07:11:30,41.823192,Chicago,-87.676597,60602,Chicago,Chicago,Damen Ave & Pershing Rd,IN_SERVICE,1,IN_SERVICE,False,11
0.0,4,7,Chicago,547,True,True,Chicago,2020-05-01 04:21:16,41.823465,Chicago,-87.665577,60602,Chicago,Chicago,Ashland Ave & Pershing Rd,IN_SERVICE,1,IN_SERVICE,False,11
0.0,5,2,Chicago,548,True,True,Chicago,2020-05-01 04:51:22,41.823613,Chicago,-87.650931,60602,Chicago,Chicago,Morgan St & Pershing Rd,IN_SERVICE,1,IN_SERVICE,False,7
0.0,5,6,Chicago,549,True,True,Chicago,2020-05-01 04:31:17,41.813996,Chicago,-87.666589,60602,Chicago,Chicago,Marshfield Ave & 44th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,4,7,Chicago,550,True,True,Chicago,2020-05-01 11:26:05,41.894958,Chicago,-87.764902,60602,Chicago,Chicago,Central Ave & Chicago Ave,IN_SERVICE,1,IN_SERVICE,False,11
0.0,8,3,Chicago,551,True,True,Chicago,2020-05-01 04:31:17,41.808227,Chicago,-87.67718,60602,Chicago,Chicago,Hoyne Ave & 47th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,2,9,Chicago,552,True,True,Chicago,2020-05-01 04:31:17,41.80887,Chicago,-87.66454,60602,Chicago,Chicago,Ashland Ave & McDowell Ave,IN_SERVICE,1,IN_SERVICE,False,11
0.0,5,6,Chicago,553,True,True,Chicago,2020-05-01 04:11:15,41.80839,Chicago,-87.656526,60602,Chicago,Chicago,Elizabeth St & 47th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,5,2,Chicago,554,True,True,Chicago,2020-05-01 07:21:29,41.800908,Chicago,-87.674684,60602,Chicago,Chicago,Damen Ave & 51st St,IN_SERVICE,1,IN_SERVICE,False,7
0.0,9,2,Chicago,555,True,True,Chicago,2020-05-01 07:34:14,41.803023,Chicago,-87.664699,60602,Chicago,Chicago,Ashland Ave & 50th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,1,6,Chicago,556,True,True,Chicago,2020-05-01 04:11:15,41.799659,Chicago,-87.657195,60602,Chicago,Chicago,Throop St & 52nd St,IN_SERVICE,1,IN_SERVICE,False,7
0.0,5,6,Chicago,557,True,True,Chicago,2020-05-01 08:02:43,41.794087,Chicago,-87.675478,60602,Chicago,Chicago,Seeley Ave & Garfield Blvd,IN_SERVICE,1,IN_SERVICE,False,11
0.0,6,5,Chicago,558,True,True,Chicago,2020-05-01 07:51:00,41.792822,Chicago,-87.664429,60602,Chicago,Chicago,Ashland Ave & Garfield Blvd,IN_SERVICE,1,IN_SERVICE,False,11
0.0,3,8,Chicago,559,True,True,Chicago,2020-05-01 04:56:42,41.794228,Chicago,-87.655073,60602,Chicago,Chicago,Racine Ave & Garfield Blvd,IN_SERVICE,1,IN_SERVICE,False,11
0.0,1,10,Chicago,560,True,True,Chicago,2020-05-01 04:56:42,41.786833,Chicago,-87.666215,60602,Chicago,Chicago,Marshfield Ave & 59th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,2,9,Chicago,561,True,True,Chicago,2020-05-01 08:19:03,41.78602,Chicago,-87.674167,60602,Chicago,Chicago,Damen Ave & 59th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,3,8,Chicago,562,True,True,Chicago,2020-05-01 04:56:42,41.783189,Chicago,-87.654372,60602,Chicago,Chicago,Racine Ave & 61st St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,4,7,Chicago,563,True,True,Chicago,2020-05-01 04:56:42,41.779374,Chicago,-87.664843,60602,Chicago,Chicago,Ashland Ave & 63rd St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,1,9,Chicago,564,True,True,Chicago,2020-05-01 09:14:18,41.775393,Chicago,-87.654308,60602,Chicago,Chicago,Racine Ave & 65th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,1,6,Chicago,565,True,True,Chicago,2020-05-01 04:56:42,41.774074,Chicago,-87.663815,60602,Chicago,Chicago,Ashland Ave & 66th St,IN_SERVICE,1,IN_SERVICE,False,7
0.0,1,10,Chicago,566,True,True,Chicago,2020-05-01 04:56:42,41.768726,Chicago,-87.664069,60602,Chicago,Chicago,Ashland Ave & 69th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,5,6,Chicago,567,True,True,Chicago,2020-05-01 09:25:02,41.768938,Chicago,-87.652934,60602,Chicago,Chicago,May St & 69th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,1,6,Chicago,568,True,True,Chicago,2020-05-01 10:14:30,41.75797,Chicago,-87.63121,60602,Chicago,Chicago,Vincennes Ave & 75th St,IN_SERVICE,1,IN_SERVICE,False,7
0.0,2,9,Chicago,569,True,True,Chicago,2020-05-01 04:31:17,41.75916,Chicago,-87.595751,60602,Chicago,Chicago,Woodlawn Ave & 75th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,2,5,Chicago,570,True,True,Chicago,2020-05-01 04:26:16,41.75849,Chicago,-87.60641,60602,Chicago,Chicago,Evans Ave & 75th St,IN_SERVICE,1,IN_SERVICE,False,7
0.0,1,10,Chicago,571,True,True,Chicago,2020-05-01 04:31:17,41.758361,Chicago,-87.614138,60602,Chicago,Chicago,Vernon Ave & 75th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,5,6,Chicago,572,True,True,Chicago,2020-05-01 04:26:17,41.756971,Chicago,-87.624621,60602,Chicago,Chicago,State St & 76th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,3,8,Chicago,573,True,True,Chicago,2020-05-01 10:41:59,41.750794,Chicago,-87.624424,60602,Chicago,Chicago,State St & 79th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,4,7,Chicago,574,True,True,Chicago,2020-05-01 04:31:17,41.75094,Chicago,-87.61379,60602,Chicago,Chicago,Vernon Ave & 79th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,9,2,Chicago,575,True,True,Chicago,2020-05-01 10:54:16,41.753174,Chicago,-87.605026,60602,Chicago,Chicago,Cottage Grove Ave & 78th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,1,10,Chicago,576,True,True,Chicago,2020-05-01 04:56:41,41.751294,Chicago,-87.597552,60602,Chicago,Chicago,Greenwood Ave & 79th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,1,10,Chicago,577,True,True,Chicago,2020-05-01 04:56:42,41.751173,Chicago,-87.585337,60602,Chicago,Chicago,Stony Island Ave & South Chicago Ave,IN_SERVICE,1,IN_SERVICE,False,11
0.0,1,10,Chicago,578,True,True,Chicago,2020-05-01 04:56:42,41.751785,Chicago,-87.578496,60602,Chicago,Chicago,Bennett Ave & 79th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,6,5,Chicago,579,True,True,Chicago,2020-05-01 04:41:19,41.75182,Chicago,-87.565211,60602,Chicago,Chicago,Phillips Ave & 79th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,4,7,Chicago,580,True,True,Chicago,2020-05-01 04:41:19,41.751731,Chicago,-87.552812,60602,Chicago,Chicago,Exchange Ave & 79th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,3,8,Chicago,581,True,True,Chicago,2020-05-01 04:41:19,41.744615,Chicago,-87.551208,60602,Chicago,Chicago,Commercial Ave & 83rd St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,2,9,Chicago,582,True,True,Chicago,2020-05-01 04:41:19,41.744531,Chicago,-87.56506,60602,Chicago,Chicago,Phillips Ave & 83rd St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,6,5,Chicago,583,True,True,Chicago,2020-05-01 04:56:42,41.746559,Chicago,-87.586005,60602,Chicago,Chicago,Stony Island Ave & 82nd St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,8,3,Chicago,584,True,True,Chicago,2020-05-01 04:31:17,41.744123,Chicago,-87.599034,60602,Chicago,Chicago,Ellis Ave & 83rd St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,5,6,Chicago,585,True,True,Chicago,2020-05-01 04:26:16,41.743441,Chicago,-87.604836,60602,Chicago,Chicago,Cottage Grove Ave & 83rd St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,5,6,Chicago,586,True,True,Chicago,2020-05-01 04:31:17,41.743116,Chicago,-87.6148,60602,Chicago,Chicago,MLK Jr Dr & 83rd St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,8,3,Chicago,587,True,True,Chicago,2020-05-01 04:26:16,41.743316,Chicago,-87.622849,60602,Chicago,Chicago,Wabash Ave & 83rd St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,4,7,Chicago,588,True,True,Chicago,2020-05-01 04:56:42,41.743921,Chicago,-87.575225,60602,Chicago,Chicago,South Chicago Ave & 83rd St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,7,4,Chicago,589,True,True,Chicago,2020-05-01 04:06:14,41.954468,Chicago,-87.749594,60602,Chicago,Chicago,Milwaukee Ave & Cuyler Ave,IN_SERVICE,1,IN_SERVICE,False,11
0.0,7,4,Chicago,590,True,True,Chicago,2020-05-01 04:56:42,41.953733,Chicago,-87.740569,60602,Chicago,Chicago,Kilbourn Ave & Irving Park Rd,IN_SERVICE,1,IN_SERVICE,False,11
0.0,14,1,Chicago,591,True,True,Chicago,2020-05-01 04:51:23,41.948818,Chicago,-87.74002,60602,Chicago,Chicago,Kilbourn Ave & Milwaukee Ave,IN_SERVICE,1,IN_SERVICE,False,15
0.0,6,5,Chicago,592,True,True,Chicago,2020-05-01 04:06:14,41.960631,Chicago,-87.745359,60602,Chicago,Chicago,Knox Ave & Montrose Ave,IN_SERVICE,1,IN_SERVICE,False,11
0.0,1,10,Chicago,593,True,True,Chicago,2020-05-01 04:56:42,41.787539,Chicago,-87.644874,60602,Chicago,Chicago,Halsted St & 59th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,6,5,Chicago,594,True,True,Chicago,2020-05-01 07:07:52,41.805661,Chicago,-87.683392,60602,Chicago,Chicago,Western Blvd & 48th Pl,IN_SERVICE,1,IN_SERVICE,False,11
0.0,6,5,Chicago,595,True,True,Chicago,2020-05-01 04:31:17,41.736646,Chicago,-87.622634,60602,Chicago,Chicago,Wabash Ave & 87th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,7,8,Chicago,596,True,True,Chicago,2020-05-01 10:14:38,42.048214,Chicago,-87.683485,60602,Chicago,Chicago,Benson Ave & Church St,IN_SERVICE,1,IN_SERVICE,False,15
0.0,10,5,Chicago,597,True,True,Chicago,2020-05-01 04:56:43,42.032562,Chicago,-87.679101,60602,Chicago,Chicago,Chicago Ave & Washington St,IN_SERVICE,1,IN_SERVICE,False,15
0.0,7,7,Chicago,598,True,True,Chicago,2020-05-01 04:56:43,42.025784,Chicago,-87.684107,60602,Chicago,Chicago,Elmwood Ave & Austin St,IN_SERVICE,1,IN_SERVICE,False,15
0.0,6,9,Chicago,599,True,True,Chicago,2020-05-01 10:04:37,42.039742,Chicago,-87.699413,60602,Chicago,Chicago,Valli Produce - Evanston Plaza,IN_SERVICE,1,IN_SERVICE,False,15
0.0,5,10,Chicago,600,True,True,Chicago,2020-05-01 08:26:57,42.048308,Chicago,-87.698224,60602,Chicago,Chicago,Dodge Ave & Church St,IN_SERVICE,1,IN_SERVICE,False,15
0.0,10,5,Chicago,601,True,True,Chicago,2020-05-01 07:45:18,42.063598,Chicago,-87.69873,60602,Chicago,Chicago,Central St Metra,IN_SERVICE,1,IN_SERVICE,False,15
0.0,8,7,Chicago,602,True,True,Chicago,2020-05-01 08:31:19,42.064313,Chicago,-87.686152,60602,Chicago,Chicago,Central St & Girard Ave,IN_SERVICE,1,IN_SERVICE,False,15
0.0,4,11,Chicago,603,True,True,Chicago,2020-05-01 11:21:58,42.050491,Chicago,-87.677821,60602,Chicago,Chicago,Chicago Ave & Sheridan Rd,IN_SERVICE,1,IN_SERVICE,False,15
0.0,7,8,Chicago,604,True,True,Chicago,2020-05-01 04:56:43,42.058239,Chicago,-87.677432,60602,Chicago,Chicago,Sheridan Rd & Noyes St (NU),IN_SERVICE,1,IN_SERVICE,False,15
0.0,3,12,Chicago,605,True,True,Chicago,2020-05-01 04:56:43,42.052939,Chicago,-87.673447,60602,Chicago,Chicago,University Library (NU),IN_SERVICE,1,IN_SERVICE,False,15
0.0,10,1,Chicago,619,True,True,Chicago,2020-05-01 04:56:41,41.92459,Chicago,-87.72785,60602,Chicago,Chicago,Keystone Ave & Fullerton Ave,IN_SERVICE,1,IN_SERVICE,False,11
0.0,7,8,Chicago,620,True,True,Chicago,2020-05-01 08:36:02,41.898203,Chicago,-87.637536,60602,Chicago,Chicago,Orleans St & Chestnut St (NEXT Apts),IN_SERVICE,1,IN_SERVICE,False,15
0.0,4,3,Chicago,621,True,True,Chicago,2020-05-01 09:58:33,41.884114,Chicago,-87.654264,60602,Chicago,Chicago,Aberdeen St & Randolph St,IN_SERVICE,1,IN_SERVICE,False,15
0.0,7,8,Chicago,622,True,True,Chicago,2020-05-01 10:53:37,41.900363,Chicago,-87.696704,60602,Chicago,Chicago,California Ave & Cortez St,IN_SERVICE,1,IN_SERVICE,False,15
0.0,19,24,Chicago,623,True,True,Chicago,2020-05-01 10:42:15,41.872773,Chicago,-87.623981,60602,Chicago,Chicago,Michigan Ave & 8th St,IN_SERVICE,1,IN_SERVICE,False,43
0.0,6,9,Chicago,624,True,True,Chicago,2020-05-01 09:25:01,41.876268,Chicago,-87.629155,60602,Chicago,Chicago,Dearborn St & Van Buren St,IN_SERVICE,1,IN_SERVICE,False,15
0.0,12,3,Chicago,625,True,True,Chicago,2020-05-01 10:43:54,42.041691,Chicago,-87.680687,60602,Chicago,Chicago,Chicago Ave & Dempster St,IN_SERVICE,1,IN_SERVICE,False,15
0.0,9,10,Chicago,626,True,True,Chicago,2020-05-01 05:51:51,41.867491,Chicago,-87.63219,60602,Chicago,Chicago,Delano Ct & Roosevelt Rd,IN_SERVICE,1,IN_SERVICE,False,19
0.0,11,8,Chicago,627,True,True,Chicago,2020-05-01 09:27:53,41.894877,Chicago,-87.632326,60602,Chicago,Chicago,LaSalle Dr & Huron St,IN_SERVICE,1,IN_SERVICE,False,19
0.0,11,12,Chicago,628,True,True,Chicago,2020-05-01 10:57:28,41.91461,Chicago,-87.667968,60602,Chicago,Chicago,Walsh Park,IN_SERVICE,1,IN_SERVICE,False,23
0.0,3,12,Chicago,630,True,True,Chicago,2020-05-01 04:11:14,41.96108,Chicago,-87.73569,60602,Chicago,Chicago,Kildare Ave & Montrose Ave,IN_SERVICE,1,IN_SERVICE,False,15
0.0,5,14,Chicago,631,True,True,Chicago,2020-05-01 04:41:19,41.877618,Chicago,-87.673895,60602,Chicago,Chicago,Malcolm X College,IN_SERVICE,1,IN_SERVICE,False,19
0.0,3,8,Chicago,635,True,True,Chicago,2020-05-01 09:43:55,41.895748,Chicago,-87.620104,60602,Chicago,Chicago,Fairbanks St & Superior St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,2,9,Chicago,636,True,True,Chicago,2020-05-01 10:55:19,41.890028,Chicago,-87.636618,60602,Chicago,Chicago,Orleans St & Hubbard St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,10,13,Chicago,638,True,True,Chicago,2020-05-01 08:52:49,41.87811603010527,Chicago,-87.63983845710754,60602,Chicago,Chicago,Clinton St & Jackson Blvd,IN_SERVICE,1,IN_SERVICE,False,23
0.0,4,11,Chicago,639,True,True,Chicago,2020-05-01 04:56:43,41.965845,Chicago,-87.645361,60602,Chicago,Chicago,Lakefront Trail & Wilson Ave,IN_SERVICE,1,IN_SERVICE,False,15
0.0,3,4,Chicago,642,True,True,Chicago,2020-05-01 04:51:22,41.894745,Chicago,-87.756895,60602,Chicago,Chicago,Latrobe Ave & Chicago Ave,IN_SERVICE,1,IN_SERVICE,False,7
0.0,3,8,Chicago,645,True,True,Chicago,2020-05-01 04:56:42,41.826712,Chicago,-87.683144,60602,Chicago,Chicago,Archer (Damen) Ave & 37th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,2,5,Chicago,647,True,True,Chicago,2020-05-01 04:56:42,41.786691,Chicago,-87.655859,60602,Chicago,Chicago,Elizabeth St & 59th St,IN_SERVICE,1,IN_SERVICE,False,7
0.0,5,6,Chicago,652,True,True,Chicago,2020-05-01 04:56:43,41.766,Chicago,-87.611726,60602,Chicago,Chicago,Rhodes Ave & 71st St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,7,4,Chicago,653,True,True,Chicago,2020-05-01 10:19:40,41.780595,Chicago,-87.584846,60602,Chicago,Chicago,Cornell Dr & Hayes Dr,IN_SERVICE,1,IN_SERVICE,False,11
0.0,9,6,Chicago,657,True,True,Chicago,2020-05-01 11:28:39,41.899181,Chicago,-87.6722,60602,Chicago,Chicago,Wood St & Augusta Blvd,IN_SERVICE,1,IN_SERVICE,False,15
0.0,4,11,Chicago,659,True,True,Chicago,2020-05-01 10:54:19,41.895501,Chicago,-87.682017,60602,Chicago,Chicago,Leavitt St & Chicago Ave,IN_SERVICE,1,IN_SERVICE,False,15
0.0,9,6,Chicago,660,True,True,Chicago,2020-05-01 10:24:17,42.004583,Chicago,-87.661406,60602,Chicago,Chicago,Sheridan Rd & Columbia Ave,IN_SERVICE,1,IN_SERVICE,False,15
0.0,4,11,Chicago,661,True,True,Chicago,2020-05-01 04:56:43,42.057044,Chicago,-87.686554,60602,Chicago,Chicago,Evanston Civic Center,IN_SERVICE,1,IN_SERVICE,False,15
0.0,6,9,Chicago,662,True,True,Chicago,2020-05-01 10:31:59,42.023463,Chicago,-87.699595,60602,Chicago,Chicago,Dodge Ave & Mulford St,IN_SERVICE,1,IN_SERVICE,False,15
0.0,6,9,Chicago,663,True,True,Chicago,2020-05-01 04:56:43,42.064854,Chicago,-87.715297,60602,Chicago,Chicago,Lincolnwood Dr & Central St,IN_SERVICE,1,IN_SERVICE,False,15
0.0,1,6,Chicago,665,True,True,Chicago,2020-05-01 04:56:42,41.747363,Chicago,-87.580046,60602,Chicago,Chicago,South Chicago Ave & Elliot Ave,IN_SERVICE,1,IN_SERVICE,False,7
0.0,4,11,Chicago,666,True,True,Chicago,2020-05-01 04:26:16,41.907221,Chicago,-87.655618,60602,Chicago,Chicago,Cherry Ave & Blackhawk St,IN_SERVICE,1,IN_SERVICE,False,15
0.0,5,6,Chicago,672,True,True,Chicago,2020-05-01 08:57:26,41.89102331025185,Chicago,-87.63547986745834,60602,Chicago,Chicago,Franklin St & Illinois St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,25,6,Chicago,673,True,True,Chicago,2020-05-01 11:21:56,41.92393131136619,Chicago,-87.63582453131676,60602,Chicago,Chicago,Lincoln Park Conservatory,IN_SERVICE,1,IN_SERVICE,False,31
